Gene symbol	VALUE
XLOC_011583	-0.6431186
	-0.7157678
LOC339685	0.16036218
SMAP2	-0.261302
SLC22A6	0.16229682
	1.0158927
HMGXB3	0.015675535
NUDT8	0.45725736
ATP7B	0.4706745
PRSS30P	-0.8128065
C17orf51	1.5173273
XLOC_006179	0.17555335
LOC645752	0.17683132
DISP2	-2.1683736
LOC100505636	1.879546
SYN2	-2.5754306
KIAA1958	-0.016221017
XLOC_006883	-3.940478
TMEM47	-3.440386
HIF1AN	0.8791123
XLOC_002726	0.19332157
LOC729080	0.009134258
LOC100129662	0.19873577
FAM122A	-0.6009695
XLOC_l2_009504	-1.6425657
C20orf141	-0.31221575
XLOC_l2_007237	0.14593075
CACHD1	-0.44043303
IFIT1B	0.00228779
XLOC_l2_011922	0.004002327
FASTKD1	0.21386825
ILF2	0.053972267
CYP3A4	0.04778709
LEKR1	0.012368449
KDM4B	0.8117294
PHF13	-0.5130825
XLOC_l2_011102	2.838019
LOC100505555	-2.6305466
LYN	-0.28644472
TMEM42	0.04322141
XLOC_003961	0.022730319
	-0.17026187
XLOC_005180	0.7140791
	0.026989393
	-0.19866088
ST7	1.1024727
ZNF487P	0.8262377
VSIG10L	0.45919132
UBFD1	-0.10168841
	0.5484333
ALG1	1.2551886
PNPLA3	-1.0176611
XLOC_002880	0.040535886
CLEC12B	0.60989374
COMT	0.46122837
LOC100509315	0.738357
LRRC40	-0.23626892
POLR2K	-0.22398089
AGPAT2	0.87513447
KIAA1656	1.8138309
CCDC67	-0.47790784
SPAG9	-0.34565255
SENP5	-0.38869473
MARCH3	0.75319916
FLJ20518	0.05942451
SARDH	-3.0498478
	0.06572016
RBM4	0.12788242
XLOC_l2_004611	-0.6961155
GPR160	1.3125038
CCDC91	0.071925476
MUM1L1	-0.92532444
RWDD1	-0.02171801
	2.3007243
XLOC_004274	-0.98096645
LOC100506861	0.081051834
LOC100652790	-0.64123344
GNG5	-0.122399256
	0.4485534
C12orf44	0.74170494
GSTK1	1.552306
XLOC_001023	-0.5266104
XLOC_l2_013560	0.0966587
XLOC_009858	0.098103754
IFRD1	0.103237055
LOC100216546	-0.11711696
RPS14	0.47263545
PTP4A3	2.1708927
	1.7288427
	1.6401455
	0.10844789
OR52E8	-0.16924961
ZDHHC11	-0.46586043
RELN	-5.8382797
DHDDS	0.6002403
	-1.8253112
ABCA17P	0.11561156
PLEKHG5	1.642292
	0.08587698
LOC100505525	0.119014554
	0.5187097
KIT	0.1244271
IL4I1	-1.4463997
SLC25A27	1.067922
KLHL10	-0.5597548
CELSR1	-0.5695268
TSRM	0.12950896
WDR6	1.4404092
ESCO2	0.1479387
TUBB4B	1.1777086
SLC36A1	0.1119071
SIGLEC16	-0.40296555
XLOC_l2_015288	0.033487193
IMMT	0.83735377
PPP1R32	0.06702759
XLOC_002981	-0.84848976
CCL3L3	1.323914
OR5D16	1.4195352
LDLRAD1	0.37909275
COX15	1.0755693
FAM46C	-1.9361535
PNO1	0.75147253
XLOC_014008	0.14600457
	0.14687596
CACNB2	0.14860287
PPM1D	-0.08242132
CAMTA1	-1.4278958
MIA	-4.0870943
LOC100506334	-4.3412485
LOC401561	0.15386233
DMRTA1	-3.1158953
LOC100506694	1.5964979
ZNF890P	-0.13629343
XLOC_008695	0.15745503
CNTRL	0.5426398
DNA2	-0.016027449
XLOC_010811	0.55690444
XLOC_002636	0.10078279
FAM75A3	0.16630577
RPS19	0.6391373
UBE2L3	-0.8309889
XLOC_l2_004072	0.16954659
DMRT2	0.7004507
POU3F1	-1.0792627
ZBTB8OS	0.6640692
CREM	1.9966627
	-0.22163387
LOC100129104	-0.40551388
KCNIP3	-3.414601
TCOF1	0.078915484
LOC339822	0.18356086
SH3TC2	1.9587172
TSPYL6	0.18654849
ARL8B	0.12611963
HAO2	0.18974645
LOC613126	0.19138427
XLOC_012196	0.19307712
PTGES3	0.8607282
XLOC_006240	0.20039174
XLOC_005891	0.20237571
PAFAH1B2	0.25156388
PLA2G16	-0.6077071
DNAH17	0.005875845
TMEM145	-1.3740484
UBE2Q2P3	0.68696594
SNX21	0.9731612
CDK20	-2.156614
FLJ25363	0.011017341
SMG7	-0.044731095
SCARNA11	0.62974447
DERL1	0.4656228
	0.015771143
C6orf127	0.017018892
SKA2	0.41380686
DCLK2	-2.4673486
XLOC_002813	0.022310236
XLOC_l2_011173	-1.901721
XLOC_008637	0.027942263
XLOC_005924	3.9310918
THEMIS	-5.9435663
	-1.7450716
LOC100506439	0.24939387
ALG5	0.95612913
CALML4	1.5433971
XLOC_011723	0.039908685
GDAP2	0.9352894
MDS2	0.042992894
XLOC_l2_013000	-0.79624397
SNORD7	0.5862417
PTBP3	0.9562179
PAR5	0.04925314
LOC283867	-0.56605434
NUDT16	0.61078936
EPN2	-0.8943835
XLOC_009935	0.058768976
	1.2639122
ZDHHC24	0.4871645
LOC100133445	1.5566314
TSC22D4	-0.9408427
XLOC_004263	0.071201615
	0.07275102
LOC100128343	-1.3434924
XLOC_003548	0.07579608
MPP3	-4.2393184
XLOC_011515	0.33169603
LINC00222	1.491212
LOC441035	0.08180425
SUFU	0.14381649
SLC35A5	0.75908947
MAPK4	-6.508229
XLOC_002730	0.36803427
LINC00442	0.091927476
LOC100507660	0.21037705
TNXB	1.598184
XLOC_013274	1.0057755
XLOC_006544	1.3681006
ETV5	0.63023484
BMP5	-5.563563
XLOC_011107	0.4207106
E2F7	-0.5083799
MAP3K13	1.1959009
XLOC_000683	-0.70331955
XLOC_l2_014061	-6.329951
COL28A1	0.4677144
ZNF599	1.041491
CD81	1.033981
MADCAM1	-0.58687645
TMEM121	-3.060945
RPL21	0.4353208
MYBPHL	-2.0835571
C9orf24	1.3035179
XLOC_013940	4.298877
RPL38	-1.3260288
C3orf58	2.2895474
XLOC_011100	0.34268454
LOC100506870	0.12916398
CD72	0.13016188
IER3	0.50440973
XLOC_008456	0.13209866
GK	-0.093155906
PRDM2	0.49269193
XLOC_005183	0.13499011
SNORD1A	0.21606685
XLOC_009152	2.5718942
LOC145837	-0.5105183
GRIK2	-1.7713141
XLOC_002912	-0.052113317
CD9	1.9844514
CRYBG3	-0.9068104
XLOC_007927	0.6693759
MIR100HG	-1.3328977
XLOC_010556	-0.11693642
LOC100129312	0.14759669
LOC100128081	0.036712077
XLOC_005201	0.14934322
TAC3	-4.6537843
FLJ22763	0.15110143
LOC100130872	0.57827616
XLOC_l2_011173	-1.5968456
UTRN	-2.2208133
PLEKHG1	0.11040477
	0.15557364
TMEM234	0.4388875
SPAG11B	0.15741278
XLOC_010352	0.57109493
LOC401320	-0.9876532
DPY19L1	0.059844974
MTRR	1.3481865
LOC100499183	0.04696877
GPR26	0.7612808
	0.16412804
EFCAB1	0.16507736
GTF2H5	-0.9922075
	-0.80622196
UTS2	-7.8354897
LOC100128164	0.30255052
L3MBTL1	-1.9617065
SDK1	-1.5378549
XLOC_l2_001288	0.17412566
XLOC_003148	0.1766431
LOC100131060	1.5550402
TPM3	1.9974302
XLOC_002524	0.18063673
UBA5	0.69830036
FBXW4	0.56332105
PSAT1	1.9040327
	-0.51857764
RBPJ	-0.75160503
XLOC_006811	0.19463798
XLOC_l2_010989	-2.3208659
MTERFD1	0.5826474
XLOC_006578	0.20209678
LOC100506365	-0.99236494
SRSF10	0.783452
LOC100130581	0.26851988
RIBC1	-0.25045684
XLOC_008428	0.003316482
ANKRD32	-1.936966
XLOC_006331	0.38634917
AFMID	1.0813608
LOC100289178	0.007744879
MANEAL	1.0189528
LOC100653000	0.010892402
PCMTD1	0.011976212
XLOC_000844	-0.6112913
ELP3	0.22450443
ZNF22	-0.959917
XLOC_004539	0.01797684
SASH1	1.4008241
RPAIN	0.51208025
NTHL1	0.78002447
XLOC_005210	0.023221694
CYB5R2	-4.607491
XLOC_011620	0.027531292
TLR8	0.028869558
POTEM	0.69197845
ELF5	0.010131952
LEPROT	-0.50360525
SNX6	-0.70226955
XLOC_l2_010855	-0.5266212
PTAR1	1.3215419
AGSK1	0.68331057
GPRC6A	0.042354904
XLOC_009415	0.04390423
	0.045456063
COL17A1	4.1024065
BAG4	0.053038593
	0.050152227
KRTAP9-8	0.05180155
FKBP15	-0.62164307
CDH13	0.39607754
LEAP2	0.2907134
	0.06582188
LOC730227	-0.09531448
XLOC_006817	0.5438963
LOC255130	0.07200958
	1.7033036
FERD3L	0.07510615
	0.3687052
LOC729444	0.07810096
XLOC_004815	0.8683714
XLOC_l2_014294	-0.94976807
BPNT1	0.3855382
WDR11	-0.5549783
DYRK4	1.1690483
TXNL1	1.6721097
	1.4059317
	0.09125249
LOC158960	1.2051663
PPFIA2	0.094065435
FAM199X	1.0910921
XLOC_003239	0.6729908
ARPP21	0.0995093
XLOC_l2_000941	0.10086233
	0.102175325
	0.84794474
ILK	0.36296943
INPP5E	-0.3294306
USP42	0.14667712
AP1G2	6.46E-04
OR2V2	0.109801486
WDR45	2.4069214
NSUN4	0.714344
XLOC_014243	2.039268
LOC440900	-0.7560399
ARHGAP1	-0.5655974
XLOC_003556	0.33737853
NIPA1	0.2268524
	0.28567934
FADS2	1.3816491
GCAT	1.9684877
XLOC_002808	0.10847038
LOC100129055	0.12675188
XLOC_002192	1.120465
XLOC_006704	0.38829955
CCDC144A	0.9395977
XLOC_007750	0.1308186
	0.13276643
XLOC_000238	0.13374335
XLOC_009604	0.13470487
	0.13565794
XLOC_011889	0.13752373
XLOC_007325	0.13844946
PSMC1	0.65331274
	1.0432124
XLOC_012482	-5.11E-04
XLOC_l2_013443	0.48822165
XLOC_013178	0.14388421
C12orf54	0.04237244
MARK4	0.33927917
CYP4Z2P	0.93364257
DHX38	-0.49871442
TTC17	0.340537
LMF1	-2.8812723
VEZF1	-1.3223228
LOC170425	-0.8810592
XLOC_011752	3.0128045
XLOC_009070	0.1573164
XLOC_013910	0.15812041
ARHGEF2	1.1911211
	0.61416626
NLRP12	-1.1002295
	0.6371636
XLOC_010453	0.16408719
XLOC_l2_010602	-0.7752365
SPATA22	0.1661755
CUX1	1.4863893
XLOC_012366	0.56169647
HES6	1.0175581
LOC401320	-1.2387495
HMX1	0.7000253
UBAC2-AS1	0.35338604
LOC285326	0.17527024
FRZB	-2.8058383
XLOC_003542	0.17780425
LYPD2	-0.12907028
GABARAP	0.83672327
C9orf174	-0.9485121
LY9	-0.10010332
WFIKKN2	0.1862657
FOXS1	-0.004788626
XLOC_007607	-0.14343457
DYNC2LI1	1.3483877
	0.19267584
SULT2A1	-6.517902
SNORD1C	-0.24559636
LOC153910	0.19985667
CKMT1A	1.6178274
LOC285173	0.20373511
XLOC_008506	0.54413646
	0.004273624
	0.005094922
LRRC1	0.006831119
XLOC_000301	0.00775309
LOC100505703	1.3860024
TIGD3	0.68088764
XLOC_003130	-0.70697254
KRTAP4-1	0.92131585
VPS29	0.650423
UHRF1	0.085911654
	0.018951297
XLOC_l2_013040	0.02022445
SLC2A6	-0.9332762
XLOC_l2_002033	-0.525001
LOC100130157	1.7423832
DHDH	0.1595354
	0.27060416
PTPN11	1.0922354
XLOC_004453	0.034199826
LOC400743	-0.23991723
C1D	0.009590141
KIAA1267	-0.41466802
XLOC_004451	0.577282
LOC440292	-1.5674084
BET1L	0.9027229
PTER	1.7270244
RBBP7	-0.26522443
XLOC_012229	-1.3243566
XLOC_014192	0.6958952
FAM151A	0.5369515
	0.05573224
ING3	-0.73008305
LOC283788	-0.482563
NUP155	-0.5886897
	1.0789914
ASB8	-0.06662658
XLOC_002006	0.06977065
VHLL	0.6299257
ARHGAP17	-0.71254253
LOC100506409	0.074257284
XLOC_011064	0.07587897
XLOC_012824	-0.997592
BAD	0.7789229
T	0.08186958
	0.1918216
LOC100128402	-0.71666914
UBE3B	-0.15682976
OTUD3	0.8597412
TCEAL4	-0.59169865
XLOC_012710	0.09480547
TMEM71	-0.5099264
SCN5A	-1.7702043
FAM133B	0.9777575
LOC100506499	-0.057288636
TREM2	0.10674312
	0.107994914
CCNO	0.7464638
XLOC_011436	-0.5494025
APOL6	-1.3659582
OPN4	-0.49896586
	0.11644804
CDHR2	-1.9198227
XLOC_006818	0.11874436
NPBWR2	0.119875014
XLOC_012830	0.04691533
XLOC_010561	0.3117199
XLOC_002779	-0.49225593
	-0.31263542
LOC283214	-2.7496355
WISP3	0.51189727
FTH1	0.023700725
C17orf46	0.98161703
XLOC_000828	0.13045949
	-0.09400408
ACSL3	-0.5986061
LOC100506577	0.1353622
XLOC_003075	0.59078485
LOC400706	2.976984
PCDH15	1.0496422
XLOC_014172	0.6773517
	0.568501
ZNF496	0.5919843
XRN2	0.4618692
MGC12916	-0.72472674
SNX10	-0.5740595
MAN1A2	0.18886
CEBPB	-0.35606092
DLG2	0.14900823
TBC1D22B	0.37082574
XLOC_001692	-0.275663
RNF166	0.52323574
XLOC_002504	1.9448493
ILDR1	-0.15188552
ABCC6P1	-5.0743356
XLOC_006441	0.15712795
ZFP64	0.38249356
LOC286094	0.16005807
XLOC_014356	0.16102745
LINC00310	1.6216576
XLOC_003337	0.16304015
TOR1AIP1	-0.3789244
STH	-0.761687
XLOC_011028	2.3032703
XLOC_003915	0.16825864
XLOC_011980	0.1693611
ENPP1	-4.2651205
LOC390877	0.17161722
	0.17398039
CD47	0.031700194
	0.5151488
	0.22162916
	1.0608606
TMEM132C	0.18176919
SNORD56	1.3359936
H2AFZ	1.2228193
XLOC_l2_000384	0.18632117
XLOC_012564	1.8999678
LOC100505663	0.1892174
ABCA3	0.27593222
DDX51	0.13787936
PXMP2	0.17770588
CHRD	-1.048435
LGALS14	0.2016564
XLOC_004706	0.20347407
XLOC_l2_003757	1.6024286
CTAG2	-2.0264237
DYNC2H1	-5.7695994
XLOC_005633	0.03222704
PIEZO1	-0.29837424
	1.5257205
RHPN2	2.3526928
SNORA70E	0.766489
TMEM59	0.3549909
POC5	0.071408354
ALDOB	0.32870698
XLOC_013256	-3.7000365
ACPT	0.7046533
MATN3	-6.391991
RSPH6A	0.016200444
	0.01740551
CCDC15	-0.92010295
MKI67	-1.7562791
CYP27C1	-2.4804072
LAMB4	2.402352
ZNF607	-0.21377285
AQP7P3	-0.7962189
PARP1	-0.08038712
LOC100132891	-1.4988372
PLEKHG4B	0.036606614
PLAUR	-1.1189337
SLC25A39	0.11078643
XLOC_013643	1.228804
XLOC_014158	2.2100031
LYRM4	-0.6021404
PTGR1	0.6003313
KRTAP19-7	0.6345447
XLOC_000490	1.6632456
BTNL8	-0.46335605
XLOC_002852	-0.77741724
KIAA1549	0.4519053
XLOC_000508	1.8457149
TPTE2P2	-0.3419097
LOC100506317	-0.75274837
C19orf81	-3.3036418
GABBR1	-2.8312144
LOC100268168	-0.6927847
KLHL6	-5.169469
XLOC_012633	-0.13210577
KRT23	-1.8648067
XLOC_005411	0.07366108
BBIP1	1.0650187
CCDC107	0.39295477
XLOC_009879	-1.2749046
HLF	-5.202077
LOC100652768	1.8088042
SIM2	3.2717805
XLOC_003508	0.09140197
FAM100A	1.0714692
ZNF140	0.09553079
MT2A	-1.6477796
TMEM154	3.2594402
XLOC_000565	0.09960818
CEP112	-3.2229016
L2HGDH	0.2274905
XPO5	-0.6792003
XLOC_l2_014219	0.10486985
SYNE2	-0.0759706
XLOC_004754	-0.07215577
	0.10869992
	0.045824636
CNTNAP5	-1.4564544
	0.113577805
FHL2	2.2705553
TIMM13	2.5999312
RASL10B	-2.6673799
LOC100507437	-0.03360835
XLOC_l2_003803	1.7770901
RPL21	0.43290895
AMDHD1	-4.7582645
PARD3	-0.35890004
LOC100287728	0.24660014
LILRB4	1.1346029
XLOC_011572	0.130116
	0.13112408
XLOC_l2_007274	-3.7312715
PCDH9	-1.9040072
	0.13409522
TDGF1	3.7418108
	0.13602093
TRAF3IP2	-1.0345165
ALDH3A2	0.60549456
XLOC_001355	0.52125263
ZMYM3	0.33515835
SAMD4B	1.6283345
C5orf28	0.09023763
OR10H2	0.23315343
XLOC_000114	0.14529705
ZNF347	-0.037762176
XLOC_011673	2.2920725
LOC84931	0.33138976
	0.7581744
XLOC_004484	0.1498082
LOC152742	-1.9855741
SNORA70B	1.5308895
XLOC_008347	0.15251309
ZFP42	0.5834718
ATP2B2	-0.11259259
SPATA18	2.8731294
XLOC_001406	0.15618834
	0.15711884
XLOC_010585	0.9941241
LIN9	-0.8598432
	0.15998833
ZNF217	-3.365492
	1.6865445
STK40	0.55980873
LOC283692	0.16497181
FBXL19-AS1	0.73279047
LOC283674	0.16709177
DNASE2	1.1913759
TGFB3	2.8368764
ITGA4	-4.806681
BTF3L4	-0.046501197
XLOC_002383	2.7397695
OSBPL3	0.26756197
ATP5S	0.444481
XLOC_011980	0.17894077
AMIGO1	0.58838075
XLOC_l2_013001	0.9245548
LOC100507387	0.16073993
REXO4	-0.2597932
SNORA43	1.2357011
SLCO4A1	1.0068674
LOC100652887	-0.84125173
	1.6707988
HIST1H2AA	0.30299473
	0.20313975
URB1	-0.2502269
XLOC_005798	-0.65457714
FAM117A	-1.2133139
PI4KB	-0.084967606
FAM155A	0.47238913
XLOC_007895	0.007787986
LOC100287497	1.2032785
BCAR1	-0.5289659
XLOC_007507	0.010584105
XLOC_006356	0.011591546
LOC100506651	-1.0853244
LOC441204	-0.46168897
LOC100509196	0.48854923
SPEG	-4.201187
POLR2F	-1.6663079
DNAH1	0.17675479
LOC100506050	0.6148425
CCDC158	1.4805449
KIAA0087	1.241052
POLR2F	-0.7354231
XLOC_008015	-4.377632
OR5P3	0.033139315
COPS8	0.4798661
GTF2H2D	-0.07290847
XLOC_003344	0.039026793
DCST2	0.16188489
WDR73	0.27979574
FBXW12	1.3921714
ZNF511	2.2135315
XLOC_l2_008200	1.7999665
SNORD124	0.048164554
DGKE	1.4316058
HMGA2	0.09130285
LOC441052	0.05434961
CCBL2	1.4319811
XLOC_000945	0.059047334
OR5R1	0.06040552
XLOC_007645	0.53743976
GRK5	-1.2748051
BPIFB2	-2.4941044
ASPM	-0.84925455
SH3BGRL3	-0.25947568
PVT1	0.4730912
XLOC_010520	0.07445085
XLOC_014361	0.07598389
LOC100129858	0.07749167
ITGB1BP1	-0.7846592
C17orf57	0.08048201
CPXM1	-4.6601663
ZPBP	0.083433226
DLEU2L	-1.6222597
SSBP3	0.42255732
C1R	-2.3202868
KRT42P	-1.4081626
PLA2G2D	-1.3639872
DEPDC1	-1.3286952
HPS1	1.554431
XLOC_011012	7.2753615
ARL2BP	-0.49966708
XLOC_000476	0.100324996
TUBAL3	4.387401
BMP15	0.10298742
EGFL7	-2.214038
TCEA3	0.7545156
GSG1	-0.9863481
DEFA10P	0.10812991
DSCAML1	-1.5250447
	-0.04591181
XLOC_009508	-1.2983055
MAPK9	1.3452463
DPRXP4	-0.41752902
NR4A3	2.4939327
OPN1SW	-0.28282094
OR10C1	0.8413124
LOC100505528	0.12007409
PLCB1	-0.23768944
LOC100128657	0.12231063
LYPLA2	0.29351994
XLOC_l2_013861	-0.51922566
	0.12554795
TAS2R30	-0.24826626
LOXL1	-6.028298
XLOC_l2_000342	0.13077918
GCN1L1	-0.22926523
C6orf124	-0.306631
	0.66795784
FLJ43390	0.13573542
SAP30BP	0.5710297
TNS4	4.0990047
HIST1H4J	1.2849663
PTAR1	-1.5284853
SPRR2A	-1.3936673
XLOC_002698	1.0872751
XLOC_l2_011173	1.1330364
XLOC_000948	-0.66225237
GRM8	0.14602384
MIA3	0.633811
PPFIA1	0.1169166
	2.0649295
C5orf63	0.5792297
SPIN3	0.384934
NAA35	0.35320944
PRAMEF2	0.15235387
PRMT2	-0.2559709
ARHGAP23	0.14194061
C9orf169	3.2335758
	1.5397137
ALKBH6	0.45394325
HCG18	-0.06799697
PLEKHM3	-0.38814217
CYP3A5	0.7572399
ATP6V1C1	-1.6998072
HRASLS2	1.9720548
ABCG5	-4.9057126
GRID2IP	1.1041627
STAU2	-0.58022267
	0.17146331
NOSTRIN	1.9116861
XLOC_l2_001302	0.17380948
HFM1	-0.658273
XLOC_001901	0.018059047
NAGLU	-0.66633034
RPL21	0.4397221
	0.6808662
ZC3H12D	-0.66169095
XLOC_l2_005352	0.9126397
ZNF627	-0.31600288
TUBG2	-0.47321984
SGPP2	0.7528166
ACAA1	-0.20140252
	0.1954491
	0.19722526
TCL6	0.19905253
LOC644192	-3.231663
PRRC2B	-0.074784234
MED4	-0.2176447
LINC00341	-0.7766838
TSPAN11	0.23989013
LOC339894	0.8738947
XLOC_l2_007034	1.3558702
ST6GAL2	0.006271113
	0.007027267
USP9Y	-1.4948105
XLOC_007510	0.51950294
	0.02895182
SFXN1	1.6192036
TTC7A	0.56510055
C6orf89	-0.3412618
XLOC_006774	0.014648641
XLOC_012812	0.28657383
TBC1D22A	2.4999561
XLOC_012870	-1.5882432
CELSR2	-0.62966156
MYH11	-1.8166168
HPCAL1	-0.57509905
ADAM10	-0.71896595
	0.9553279
ERI2	0.22248228
AVEN	0.37157723
TMBIM1	1.3170109
LOC100506757	0.038460225
GAPVD1	0.6786957
LOC729159	0.764616
XLOC_l2_015830	-1.657434
TMEM147	0.4115199
KIAA0556	0.2031559
XLOC_002233	0.04752618
LRRN1	-4.5452876
LOC92249	-0.057794973
MUC12	2.5108707
EIF2C1	-0.28971758
LOC100507663	-0.83271366
NAA25	0.62846756
XLOC_006775	-0.84722143
	-2.8751538
	0.061454754
C11orf2	0.42919347
ASB1	-0.36376956
LOC729558	-1.690732
XLOC_l2_013125	0.0676418
	0.06916767
SNORD115-28	0.07070404
UBE2D3	0.7634307
LINC00163	-2.1702943
AKAP11	-0.42222312
XLOC_l2_012323	-3.757064
LRRC1	1.6413774
ATXN2L	0.06433688
XLOC_004168	0.0827182
ARID3B	-2.7208736
SLC38A5	-4.076508
XLOC_001958	-1.9859565
XLOC_001850	0.43505862
PLEKHO2	-0.99384016
XLOC_004998	0.092851974
C1orf74	0.4985661
BCL11A	2.1000485
SYAP1	-0.08066172
LDLRAD3	1.138596
XLOC_004325	0.103694566
LOC727775	0.10499331
LOC100505488	-0.01577166
CCDC73	-0.92223614
PSD4	0.9798107
DUSP8	0.31128308
ASPSCR1	0.61125517
XLOC_002042	0.022750802
XLOC_002035	0.1184681
MARCH11	-1.2506349
LINC00162	-3.4995282
SOD3	2.0081453
BRCC3	-1.979463
C8orf47	-2.1248841
	0.49204594
SNORA60	1.4123507
NGFRAP1	-8.221253
XLOC_008341	0.13245894
ZNRF3	1.7257441
GFRA1	-3.8975296
IKZF5	1.1714702
TMEM191B	0.7615518
	0.80736095
	-0.5725631
XLOC_010856	0.28252697
AKAP9	1.8045971
FOLH1	-0.20313217
LOC644919	-2.4266331
SCARNA6	0.38650507
INTS4	0.13538443
XLOC_008642	0.14577624
SPTLC2	1.6501993
XLOC_006597	-0.22112538
XLOC_l2_013728	0.61598486
C4B	-4.492348
HOTAIR	-1.3897747
	0.5427041
XLOC_007600	0.7459717
	-0.26187474
REPS1	0.78305817
LOC100506948	-4.922685
LOC100506710	-0.48253545
COLQ	1.1034043
RFWD3	-0.33167937
FBXO15	-1.5664287
LINC00458	-0.4349256
DZANK1-AS1	-0.062740326
	0.38780412
PAPPA2	0.47670174
GNE	-0.827571
KLKB1	-0.33232656
	0.21822873
RCHY1	0.7581863
LOC647983	1.5759262
COL12A1	-5.932925
XLOC_006188	0.12992772
	-0.3477145
MRPL20	1.0706587
XLOC_004283	-0.9408687
C1orf100	0.18417422
PCDHA8	0.18563224
KRT16	-1.5523596
LRP1B	-0.15741351
VWF	0.19023025
C6orf222	5.547486
LOC389641	3.1430807
UNC45A	0.20250155
XLOC_l2_015132	0.20445323
	0.20646638
IDE	1.4139966
TMEM54	1.5256196
	0.007178553
	0.007943639
XLOC_009840	0.8163125
	0.28502202
ATAD3C	0.065976985
CCDC152	-0.69556415
APCDD1L	-2.0868807
	0.32049415
XLOC_010616	0.0190253
PBX2	-0.017308123
R3HDM1	0.5158681
LOC257358	-1.8353966
XLOC_013957	0.018393598
TARDBP	-0.073431
XLOC_001613	-3.0701118
HCG27	-0.30342346
PQLC1	0.35248277
LOC100506379	-0.6780773
VAC14	0.1555318
DUSP7	2.417238
LOC284950	0.4271152
C14orf159	0.7179279
ATAD2B	-0.24865524
XPNPEP3	0.8099332
LOC392364	1.1841482
C22orf40	-0.396554
XLOC_010731	0.048442304
ZNF37BP	0.08296389
SSR4P1	-1.2923293
TFAM	0.5992632
INADL	2.9582725
HMMR	-0.5824175
XLOC_000738	1.5549378
XLOC_011422	-0.023592245
TGM4	0.06385586
THEG5	0.06541104
LOC401320	-0.8090435
LOC100507480	0.06849703
	0.2775387
XLOC_l2_013772	-0.054181844
	-0.10759541
XLOC_010804	0.5873298
XLOC_011068	1.1217296
FAM156B	-0.25748733
LOC100505718	0.08059408
L3MBTL3	1.3222798
C12orf42	0.08354831
CCDC50	0.52244097
LOC126536	0.08791292
PCNA	0.05477338
HOTTIP	2.3826127
	0.09636917
C9orf30	0.12586778
ANLN	-1.4043514
FP2234	-0.97275794
LOC100506688	-1.318077
GRIA3	0.10310673
RAB21	0.57200915
FGF9	0.14644298
XLOC_006721	-1.9967566
ZNF585B	-0.06851339
KIAA0317	0.5205427
XLOC_l2_000727	-0.18061502
GLIS2	-1.2903342
SNORD87	-0.15021037
IL17C	2.64313
CCDC122	1.6067816
XLOC_l2_009216	1.5413847
	0.1191406
XLOC_l2_015451	-0.0334758
ANKFY1	-0.15653415
POM121L4P	0.74072593
RAB18	0.7226186
PAQR6	-2.2843685
LOC339400	-1.409376
XLOC_l2_014853	-0.21187204
PTCH1	3.4476361
MGC34034	0.13005958
CDKL4	0.32996407
XLOC_005621	0.1321167
EYS	0.6389508
XLOC_007629	0.13414897
GPS1	-0.3785581
	0.98685837
XLOC_005278	0.1390273
ZNF69	0.97706836
SPARC	-7.949708
POU3F3	-1.1632569
	3.2562194
FAM189B	0.23810104
XLOC_l2_012388	0.54120207
CXorf57	0.89490896
XLOC_006765	0.14840676
SNRNP27	-0.004689239
	-0.5720983
	1.918491
XLOC_l2_010558	0.55220175
SEC14L1	0.22793098
ZNF367	1.9578449
WNT9A	0.1578209
LOC100132396	0.15873957
XLOC_001870	0.5337116
LOC100505702	-0.3226481
	0.14651103
SLC26A2	-0.94847965
GAS2	-2.6893353
LINC00482	-2.0100346
CRHR2	-0.77482784
XLOC_009143	0.17012434
C6orf105	-5.133703
XLOC_011616	1.8503941
XLOC_012670	0.7544975
PART1	3.2037516
C13orf30	0.76598734
ATG5	0.82593447
	0.17988358
ARMC9	-1.6085501
LOC100130342	0.07341119
TSPAN33	-1.6021056
KRT85	0.92377186
XLOC_010798	0.19004467
GTF3C5	-0.24753381
MPRIP	1.512208
MFSD8	1.734293
U2AF1	-0.1972819
PDXP	0.27028078
STOX1	-1.6995716
BTBD2	0.56863683
XLOC_006599	0.6316351
EME2	0.006653262
KRTAP21-1	-1.9492453
SYT11	-4.3041897
XLOC_002953	-0.7195151
HK3	-0.16341457
MRPL14	0.15628248
OR5AS1	0.012380043
KCNQ1OT1	-1.1090956
	0.015434961
XLOC_002958	0.59526724
LOC100505471	-1.191728
RAB31	-7.246156
MALAT1	-1.3963804
METTL21CP1	0.63036656
DISC1	-0.28340575
ARHGEF33	0.02626356
TDRG1	-1.0359097
LOC100506465	-0.36215827
MTF1	0.8239765
XLOC_l2_013427	0.033079814
PUSL1	0.83734226
CHAMP1	0.5794163
XLOC_l2_012323	0.038847674
NFAT5	0.53836334
POLR3C	-0.47212037
XLOC_005589	0.043301858
DUOX2	-1.9983869
SQLE	-0.29784307
NCOA1	0.8093967
KRT25	0.049311645
LOC494150	-0.9348449
STK3	0.45704928
	-1.6161076
	-0.06749434
LOC100506219	0.9535416
PALM3	-1.8196715
SLC29A3	-0.24504186
LPPR5	-0.9879467
ACR	0.88277674
UBXN1	-0.1703272
	2.3865855
IFI27L1	-0.045632295
